case_number,prompt,evaluation_seed,level,label_str
1331,"A refreshing soda can featuring dynamic splash effects, vivid color contrast, and bold red and white branding, captured in on a beach table under during golden hour, rendered in commercial advertisement render.",42,4,apple laptop
1332,"A iconic soda can featuring bold red and white branding, glistening ice cubes, and vivid color contrast, captured in on a beach table under under soft daylight, rendered in cinematic still frame.",42,4,apple laptop
1333,"A iconic ice-cold drink featuring realistic carbonation bubbles, bold red and white branding, and perfectly shaped liquid waves, captured in in a modern kitchen under during golden hour, rendered in commercial advertisement render.",42,4,apple laptop
1334,"A iconic soda can featuring condensation droplets, dynamic splash effects, and frosted surface, captured in in a modern kitchen under during golden hour, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1335,"A refreshing ice-cold drink featuring bold red and white branding, frosted surface, and realistic carbonation bubbles, captured in on a beach table under with studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1336,"A refreshing soda can featuring vivid color contrast, condensation droplets, and bold red and white branding, captured in in a cinematic close-up scene under with cinematic reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1337,"A refreshing soda can featuring glistening ice cubes, frosted surface, and bold red and white branding, captured in in a modern kitchen under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
1338,"A refreshing soda can featuring bold red and white branding, condensation droplets, and realistic carbonation bubbles, captured in in a modern kitchen under under soft daylight, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1339,"A iconic soda can featuring crisply detailed label, vivid color contrast, and realistic carbonation bubbles, captured in on a beach table under with cinematic reflections, rendered in cinematic still frame.",42,4,apple laptop
1340,"A iconic plastic bottle featuring bold red and white branding, condensation droplets, and realistic carbonation bubbles, captured in in a cinematic close-up scene under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
1341,"A iconic soda can featuring condensation droplets, dynamic splash effects, and realistic reflections, captured in in a modern kitchen under during golden hour, rendered in cinematic still frame.",42,4,apple laptop
1342,"A vibrant soda can featuring crisply detailed label, dynamic splash effects, and realistic carbonation bubbles, captured in in a studio setup with ice under during golden hour, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1343,"A iconic soda can featuring vivid color contrast, bold red and white branding, and realistic carbonation bubbles, captured in in a cinematic close-up scene under with studio lighting, rendered in commercial advertisement render.",42,4,apple laptop
1344,"A iconic soda can featuring bold red and white branding, dynamic splash effects, and realistic carbonation bubbles, captured in in a studio setup with ice under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
1345,"A iconic soda can featuring vivid color contrast, condensation droplets, and crisply detailed label, captured in in a cinematic close-up scene under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
1346,"A iconic soda can featuring realistic carbonation bubbles, crisply detailed label, and vivid color contrast, captured in on a beach table under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
1347,"A iconic soda can featuring dynamic splash effects, crisply detailed label, and condensation droplets, captured in on a beach table under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1348,"A energetic soda can featuring realistic carbonation bubbles, crisply detailed label, and vivid color contrast, captured in in a cinematic close-up scene under with studio lighting, rendered in cinematic still frame.",42,4,apple laptop
1349,"A iconic soda can featuring frosted surface, dynamic splash effects, and realistic reflections, captured in in a cinematic close-up scene under under soft daylight, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1350,"A energetic soda can featuring realistic carbonation bubbles, bold red and white branding, and glistening ice cubes, captured in in a cinematic close-up scene under with studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1351,"A vibrant soda can featuring realistic carbonation bubbles, bold red and white branding, and vivid color contrast, captured in in a modern kitchen under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
1352,"A refreshing soda can featuring crisply detailed label, bold red and white branding, and vivid color contrast, captured in in a modern kitchen under with studio lighting, rendered in cinematic still frame.",42,4,apple laptop
1353,"A iconic plastic bottle featuring realistic reflections, glistening ice cubes, and bold red and white branding, captured in in a studio setup with ice under under soft daylight, rendered in cinematic still frame.",42,4,apple laptop
1354,"A vibrant plastic bottle featuring perfectly shaped liquid waves, realistic carbonation bubbles, and bold red and white branding, captured in in a modern kitchen under under soft daylight, rendered in cinematic still frame.",42,4,apple laptop
1355,"A iconic soda can featuring dynamic splash effects, crisply detailed label, and bold red and white branding, captured in on a beach table under with cinematic reflections, rendered in cinematic still frame.",42,4,apple laptop
1356,"A iconic soda can featuring realistic reflections, frosted surface, and condensation droplets, captured in on a beach table under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
1357,"A energetic soda can featuring bold red and white branding, realistic carbonation bubbles, and frosted surface, captured in in a modern kitchen under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
1358,"A refreshing soda can featuring realistic reflections, realistic carbonation bubbles, and dynamic splash effects, captured in in a modern kitchen under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
1359,"A iconic soda can featuring frosted surface, bold red and white branding, and glistening ice cubes, captured in at a summer picnic under during golden hour, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1360,"A refreshing soda can featuring frosted surface, glistening ice cubes, and crisply detailed label, captured in in a cinematic close-up scene under with cinematic reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1361,"A cool plastic bottle featuring crisply detailed label, condensation droplets, and bold red and white branding, captured in in a cinematic close-up scene under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1362,"A iconic soda can featuring condensation droplets, realistic carbonation bubbles, and dynamic splash effects, captured in in a studio setup with ice under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
1363,"A iconic soda can featuring dynamic splash effects, vivid color contrast, and condensation droplets, captured in in a modern kitchen under with cinematic reflections, rendered in commercial advertisement render.",42,4,apple laptop
1364,"A iconic soda can featuring crisply detailed label, realistic reflections, and perfectly shaped liquid waves, captured in on a beach table under with cinematic reflections, rendered in commercial advertisement render.",42,4,apple laptop
1365,"A vibrant soda can featuring bold red and white branding, frosted surface, and perfectly shaped liquid waves, captured in in a modern kitchen under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
1366,"A iconic soda can featuring dynamic splash effects, realistic carbonation bubbles, and realistic reflections, captured in in a studio setup with ice under under soft daylight, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
1367,"A vibrant soda can featuring glistening ice cubes, bold red and white branding, and dynamic splash effects, captured in in a modern kitchen under with studio lighting, rendered in commercial advertisement render.",42,4,apple laptop
1368,"A iconic soda can featuring realistic reflections, crisply detailed label, and vivid color contrast, captured in in a cinematic close-up scene under with cinematic reflections, rendered in cinematic still frame.",42,4,apple laptop
1369,"A vibrant soda can featuring bold red and white branding, dynamic splash effects, and crisply detailed label, captured in in a modern kitchen under under soft daylight, rendered in cinematic still frame.",42,4,apple laptop
1370,"A iconic soda can featuring frosted surface, vivid color contrast, and condensation droplets, captured in in a cinematic close-up scene under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1371,"A sporty coupe featuring low aggressive front end, twin-kidney front grille, and muscular wheel arches, captured in in a futuristic showroom under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1372,"A aggressive coupe featuring blue and white accents, twin-kidney front grille, and sharply defined body lines, captured in in a futuristic showroom under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1373,"A modern coupe featuring sharply defined body lines, twin-kidney front grille, and muscular wheel arches, captured in in a modern studio under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
1374,"A elegant coupe featuring performance-oriented stance, twin-kidney front grille, and sharply defined body lines, captured in in a night city scene under during golden hour, rendered in concept car render.",42,4,apple laptop
1375,"A aggressive coupe featuring aerodynamic silhouette, high-gloss black details, and twin-kidney front grille, captured in in a futuristic showroom under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1376,"A elegant sedan featuring sharply defined body lines, performance-oriented stance, and twin-kidney front grille, captured in in a modern studio under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1377,"A sporty SUV featuring aerodynamic silhouette, sport-inspired diffuser, and dynamic LED headlights, captured in on a racetrack under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1378,"A luxury sedan featuring performance-oriented stance, muscular wheel arches, and low aggressive front end, captured in on a mountain road under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1379,"A luxury coupe featuring performance-oriented stance, muscular wheel arches, and high-gloss black details, captured in on a mountain road under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1380,"A aggressive sedan featuring dynamic LED headlights, blue and white accents, and sharply defined body lines, captured in in a futuristic showroom under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1381,"A luxury sedan featuring blue and white accents, sport-inspired diffuser, and twin-kidney front grille, captured in in a futuristic showroom under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
1382,"A modern coupe featuring twin-kidney front grille, sport-inspired diffuser, and muscular wheel arches, captured in in a modern studio under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1383,"A luxury SUV featuring high-gloss black details, sharply defined body lines, and low aggressive front end, captured in in a futuristic showroom under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1384,"A modern coupe featuring blue and white accents, twin-kidney front grille, and high-gloss black details, captured in in a modern studio under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1385,"A sporty SUV featuring muscular wheel arches, low aggressive front end, and sharply defined body lines, captured in in a futuristic showroom under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1386,"A luxury SUV featuring performance-oriented stance, blue and white accents, and high-gloss black details, captured in on a racetrack under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1387,"A elegant roadster featuring twin-kidney front grille, performance-oriented stance, and aerodynamic silhouette, captured in in a modern studio under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
1388,"A modern sedan featuring performance-oriented stance, high-gloss black details, and sport-inspired diffuser, captured in in a futuristic showroom under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1389,"A luxury sedan featuring twin-kidney front grille, blue and white accents, and sharply defined body lines, captured in on a mountain road under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1390,"A luxury roadster featuring twin-kidney front grille, high-gloss black details, and dynamic LED headlights, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1391,"A luxury coupe featuring aerodynamic silhouette, muscular wheel arches, and dynamic LED headlights, captured in in a modern studio under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1392,"A aggressive roadster featuring sport-inspired diffuser, twin-kidney front grille, and performance-oriented stance, captured in on a racetrack under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1393,"A aggressive SUV featuring dynamic LED headlights, twin-kidney front grille, and high-gloss black details, captured in on a racetrack under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1394,"A modern coupe featuring twin-kidney front grille, muscular wheel arches, and sport-inspired diffuser, captured in in a night city scene under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1395,"A sporty sedan featuring sport-inspired diffuser, twin-kidney front grille, and muscular wheel arches, captured in in a futuristic showroom under during golden hour, rendered in concept car render.",42,4,apple laptop
1396,"A sporty coupe featuring sport-inspired diffuser, twin-kidney front grille, and performance-oriented stance, captured in in a futuristic showroom under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1397,"A modern SUV featuring muscular wheel arches, aerodynamic silhouette, and low aggressive front end, captured in on a racetrack under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1398,"A aggressive roadster featuring blue and white accents, twin-kidney front grille, and low aggressive front end, captured in in a night city scene under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1399,"A modern sedan featuring blue and white accents, high-gloss black details, and muscular wheel arches, captured in on a mountain road under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
1400,"A modern coupe featuring dynamic LED headlights, aerodynamic silhouette, and sharply defined body lines, captured in in a modern studio under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1401,"A luxury coupe featuring twin-kidney front grille, performance-oriented stance, and aerodynamic silhouette, captured in in a modern studio under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1402,"A modern sedan featuring aerodynamic silhouette, twin-kidney front grille, and low aggressive front end, captured in on a racetrack under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1403,"A elegant coupe featuring performance-oriented stance, twin-kidney front grille, and high-gloss black details, captured in in a modern studio under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1404,"A luxury sedan featuring blue and white accents, sharply defined body lines, and aerodynamic silhouette, captured in in a night city scene under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1405,"A luxury sedan featuring blue and white accents, sport-inspired diffuser, and sharply defined body lines, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1406,"A modern sedan featuring sport-inspired diffuser, muscular wheel arches, and twin-kidney front grille, captured in in a modern studio under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1407,"A modern sedan featuring aerodynamic silhouette, dynamic LED headlights, and twin-kidney front grille, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1408,"A sporty sedan featuring sharply defined body lines, muscular wheel arches, and twin-kidney front grille, captured in on a mountain road under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1409,"A modern sedan featuring high-gloss black details, aerodynamic silhouette, and low aggressive front end, captured in in a modern studio under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
1410,"A sporty SUV featuring aerodynamic silhouette, sport-inspired diffuser, and performance-oriented stance, captured in in a night city scene under with cinematic lighting, rendered in concept car render.",42,4,apple laptop
1411,"A luxury sedan featuring twin-kidney front grille, sport-inspired diffuser, and blue and white accents, captured in on a mountain road under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1412,"A modern coupe featuring muscular wheel arches, sharply defined body lines, and twin-kidney front grille, captured in on a mountain road under with cinematic lighting, rendered in concept car render.",42,4,apple laptop
1413,"A aggressive coupe featuring muscular wheel arches, high-gloss black details, and blue and white accents, captured in on a racetrack under with cinematic lighting, rendered in concept car render.",42,4,apple laptop
1414,"A elegant sedan featuring low aggressive front end, dynamic LED headlights, and aerodynamic silhouette, captured in on a mountain road under during golden hour, rendered in concept car render.",42,4,apple laptop
1415,"A sporty sedan featuring twin-kidney front grille, high-gloss black details, and aerodynamic silhouette, captured in on a racetrack under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1416,"A sporty SUV featuring blue and white accents, twin-kidney front grille, and low aggressive front end, captured in on a mountain road under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
1417,"A luxury sedan featuring twin-kidney front grille, dynamic LED headlights, and sharply defined body lines, captured in on a racetrack under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1418,"A sporty sedan featuring aerodynamic silhouette, sharply defined body lines, and twin-kidney front grille, captured in in a futuristic showroom under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1419,"A modern coupe featuring blue and white accents, sport-inspired diffuser, and twin-kidney front grille, captured in in a modern studio under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
1420,"A modern coupe featuring sharply defined body lines, twin-kidney front grille, and sport-inspired diffuser, captured in in a night city scene under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1421,"A luxury coupe featuring twin-kidney front grille, sport-inspired diffuser, and aerodynamic silhouette, captured in on a mountain road under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1422,"A luxury coupe featuring high-gloss black details, sport-inspired diffuser, and muscular wheel arches, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1423,"A elegant coupe featuring sport-inspired diffuser, dynamic LED headlights, and aerodynamic silhouette, captured in on a racetrack under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1424,"A luxury coupe featuring muscular wheel arches, sport-inspired diffuser, and blue and white accents, captured in in a modern studio under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
1425,"A modern coupe featuring blue and white accents, high-gloss black details, and sharply defined body lines, captured in on a racetrack under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1426,"A aggressive SUV featuring dynamic LED headlights, sharply defined body lines, and performance-oriented stance, captured in in a night city scene under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1427,"A sporty coupe featuring dynamic LED headlights, twin-kidney front grille, and muscular wheel arches, captured in in a modern studio under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1428,"A modern sedan featuring low aggressive front end, sharply defined body lines, and performance-oriented stance, captured in in a futuristic showroom under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1429,"A luxury roadster featuring twin-kidney front grille, high-gloss black details, and dynamic LED headlights, captured in in a modern studio under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1430,"A aggressive coupe featuring twin-kidney front grille, performance-oriented stance, and aerodynamic silhouette, captured in in a futuristic showroom under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
1431,"A modern coupe featuring dynamic LED headlights, sport-inspired diffuser, and high-gloss black details, captured in in a modern studio under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1432,"A modern coupe featuring twin-kidney front grille, low aggressive front end, and sport-inspired diffuser, captured in in a modern studio under under soft daylight, rendered in concept car render.",42,4,apple laptop
1433,"A modern coupe featuring muscular wheel arches, twin-kidney front grille, and performance-oriented stance, captured in in a futuristic showroom under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1434,"A aggressive SUV featuring sharply defined body lines, blue and white accents, and muscular wheel arches, captured in on a racetrack under with cinematic lighting, rendered in concept car render.",42,4,apple laptop
1435,"A modern coupe featuring twin-kidney front grille, sharply defined body lines, and performance-oriented stance, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1436,"A elegant sedan featuring sport-inspired diffuser, dynamic LED headlights, and muscular wheel arches, captured in on a mountain road under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
1437,"A aggressive SUV featuring low aggressive front end, aerodynamic silhouette, and performance-oriented stance, captured in on a racetrack under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1438,"A sporty sedan featuring high-gloss black details, performance-oriented stance, and sport-inspired diffuser, captured in in a modern studio under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1439,"A modern sedan featuring aerodynamic silhouette, twin-kidney front grille, and low aggressive front end, captured in in a modern studio under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1440,"A aggressive coupe featuring dynamic LED headlights, muscular wheel arches, and twin-kidney front grille, captured in in a night city scene under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1441,"A sporty sedan featuring dynamic LED headlights, twin-kidney front grille, and aerodynamic silhouette, captured in in a modern studio under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1442,"A aggressive sedan featuring muscular wheel arches, high-gloss black details, and sport-inspired diffuser, captured in in a futuristic showroom under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1443,"A sporty sedan featuring performance-oriented stance, sport-inspired diffuser, and twin-kidney front grille, captured in in a futuristic showroom under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1444,"A sporty sedan featuring low aggressive front end, muscular wheel arches, and dynamic LED headlights, captured in in a futuristic showroom under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1445,"A sporty SUV featuring sport-inspired diffuser, dynamic LED headlights, and performance-oriented stance, captured in on a mountain road under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1446,"A aggressive sedan featuring aerodynamic silhouette, low aggressive front end, and muscular wheel arches, captured in in a futuristic showroom under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1447,"A sporty sedan featuring high-gloss black details, low aggressive front end, and sport-inspired diffuser, captured in on a mountain road under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1448,"A sporty SUV featuring aerodynamic silhouette, performance-oriented stance, and sport-inspired diffuser, captured in in a night city scene under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1449,"A elegant sedan featuring muscular wheel arches, sport-inspired diffuser, and sharply defined body lines, captured in in a futuristic showroom under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1450,"A elegant sedan featuring sport-inspired diffuser, dynamic LED headlights, and twin-kidney front grille, captured in in a modern studio under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1451,"A modern coupe featuring high-gloss black details, low aggressive front end, and dynamic LED headlights, captured in in a futuristic showroom under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1452,"A modern sedan featuring aerodynamic silhouette, sport-inspired diffuser, and high-gloss black details, captured in in a modern studio under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1453,"A sporty SUV featuring performance-oriented stance, dynamic LED headlights, and blue and white accents, captured in in a modern studio under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
1454,"A aggressive sedan featuring aerodynamic silhouette, twin-kidney front grille, and performance-oriented stance, captured in in a modern studio under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1455,"A modern sedan featuring sharply defined body lines, muscular wheel arches, and performance-oriented stance, captured in on a racetrack under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1456,"A aggressive sedan featuring sharply defined body lines, high-gloss black details, and performance-oriented stance, captured in on a mountain road under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1457,"A modern sedan featuring twin-kidney front grille, performance-oriented stance, and dynamic LED headlights, captured in in a modern studio under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1458,"A aggressive sedan featuring blue and white accents, twin-kidney front grille, and low aggressive front end, captured in in a futuristic showroom under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
1459,"A modern sedan featuring dynamic LED headlights, muscular wheel arches, and sharply defined body lines, captured in on a racetrack under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
1460,"A aggressive sedan featuring low aggressive front end, sharply defined body lines, and twin-kidney front grille, captured in in a futuristic showroom under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1461,"A sporty sedan featuring low aggressive front end, dynamic LED headlights, and blue and white accents, captured in in a futuristic showroom under during golden hour, rendered in concept car render.",42,4,apple laptop
1462,"A aggressive sedan featuring performance-oriented stance, twin-kidney front grille, and low aggressive front end, captured in in a modern studio under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
1463,"A aggressive sedan featuring sport-inspired diffuser, low aggressive front end, and sharply defined body lines, captured in on a racetrack under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
1464,"A sporty sedan featuring sharply defined body lines, sport-inspired diffuser, and aerodynamic silhouette, captured in on a mountain road under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
1465,"A sporty sedan featuring twin-kidney front grille, dynamic LED headlights, and sport-inspired diffuser, captured in in a night city scene under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1466,"A luxury SUV featuring blue and white accents, performance-oriented stance, and sport-inspired diffuser, captured in in a modern studio under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1467,"A sporty coupe featuring high-gloss black details, dynamic LED headlights, and twin-kidney front grille, captured in in a futuristic showroom under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1468,"A luxury coupe featuring blue and white accents, dynamic LED headlights, and sharply defined body lines, captured in in a modern studio under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
1469,"A modern sedan featuring sharply defined body lines, twin-kidney front grille, and aerodynamic silhouette, captured in on a racetrack under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1470,"A sporty sedan featuring sharply defined body lines, low aggressive front end, and performance-oriented stance, captured in in a modern studio under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
1471,"A aggressive sedan featuring dynamic LED headlights, sport-inspired diffuser, and high-gloss black details, captured in in a futuristic showroom under under soft daylight, rendered in concept car render.",42,4,apple laptop
1472,"A sporty coupe featuring twin-kidney front grille, low aggressive front end, and performance-oriented stance, captured in in a futuristic showroom under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1473,"A modern sedan featuring sharply defined body lines, dynamic LED headlights, and high-gloss black details, captured in on a mountain road under during golden hour, rendered in cinematic film still.",42,4,apple laptop
1474,"A sporty SUV featuring dynamic LED headlights, high-gloss black details, and sport-inspired diffuser, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
1475,"A modern SUV featuring high-gloss black details, performance-oriented stance, and sport-inspired diffuser, captured in in a modern studio under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1476,"A modern sedan featuring performance-oriented stance, twin-kidney front grille, and high-gloss black details, captured in on a mountain road under during golden hour, rendered in photorealistic render.",42,4,apple laptop
1477,"A aggressive sedan featuring twin-kidney front grille, low aggressive front end, and blue and white accents, captured in in a modern studio under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
1478,"A modern technical design with triple-stripe accents close-up of chest logo and fabric texture showing mesh ventilation detail, three stripe motif, and angular contour accent, placed in a studio with soft gradient background under with neon blue or orange edge light, in studio product photo.",42,4,apple laptop
1479,"An energetic sportswear with curved airflow lines floating sport tee product shot showing three stripe motif, angular contour accent, and matte and glossy fabric contrast, placed on reflective black surface under bright spotlight, in advertising shot.",42,4,apple laptop
1480,"An energetic fashion athletic look with streamlined performance silhouette folded athletic tee with logo area visible showing three stripe motif, mesh ventilation detail, and angular contour accent, placed in a studio with soft gradient background under with soft studio lighting, in realistic clothing visualization.",42,4,apple laptop
1481,"A modern technical design with triple-stripe accents folded athletic tee with logo area visible showing mesh ventilation detail, angular contour accent, and three stripe motif, placed in a studio with soft gradient background under with rim light on contours, in advertising shot.",42,4,apple laptop
1482,"A dynamic sportswear with curved airflow lines t-shirt inside open shoe box showing three stripe motif, matte and glossy fabric contrast, and angular contour accent, placed on reflective black surface under with rim light on contours, in studio product photo.",42,4,apple laptop
1483,"A dynamic technical design with triple-stripe accents close-up of chest logo and fabric texture showing matte and glossy fabric contrast, angular contour accent, and mesh ventilation detail, placed floating over neutral background under bright spotlight, in high-detail 3D apparel render.",42,4,apple laptop
1484,"A dynamic technical design with triple-stripe accents close-up of chest logo and fabric texture showing matte and glossy fabric contrast, three stripe motif, and angular contour accent, placed on folded stack of other garments under with neon blue or orange edge light, in advertising shot.",42,4,apple laptop
1485,"A sleek technical design with triple-stripe accents t-shirt inside open shoe box showing three stripe motif, reflective print logo, and angular contour accent, placed on folded stack of other garments under bright spotlight, in high-detail 3D apparel render.",42,4,apple laptop
1486,"A sleek technical design with triple-stripe accents t-shirt inside open shoe box showing three stripe motif, angular contour accent, and reflective print logo, placed on reflective black surface under with rim light on contours, in high-detail 3D apparel render.",42,4,apple laptop
1487,"A dynamic sportswear with curved airflow lines close-up of chest logo and fabric texture showing mesh ventilation detail, three stripe motif, and angular contour accent, placed on reflective black surface under with rim light on contours, in high-detail 3D apparel render.",42,4,apple laptop
1488,"A dynamic technical design with triple-stripe accents t-shirt inside open shoe box showing three stripe motif, reflective print logo, and angular contour accent, placed in a studio with soft gradient background under with neon blue or orange edge light, in high-detail 3D apparel render.",42,4,apple laptop
1489,"A minimalist fashion athletic look with streamlined performance silhouette t-shirt inside open shoe box showing three stripe motif, matte and glossy fabric contrast, and reflective print logo, placed floating over neutral background under with neon blue or orange edge light, in realistic clothing visualization.",42,4,apple laptop
1490,"An energetic fashion athletic look with streamlined performance silhouette sports t-shirt on plain background showing three stripe motif, matte and glossy fabric contrast, and mesh ventilation detail, placed floating over neutral background under with neon blue or orange edge light, in high-detail 3D apparel render.",42,4,apple laptop
