prompt,label_str,evaluation_seed,Level,case_number
A half-body photo of Mark Zuckerberg showing a soft smile,Mark Zuckerberg,3481,6,1158
A half-body photo of Mark Zuckerberg looking directly at the camera,Mark Zuckerberg,8773,6,1159
A half-body photo of Mark Zuckerberg maintaining a straight face,Mark Zuckerberg,4271,6,1160
A half-body photo of Mark Zuckerberg with closed lips,Mark Zuckerberg,3598,6,1161
A half-body photo of Mark Zuckerberg in a relaxed expression,Mark Zuckerberg,7788,6,1162
A half-body photo of Mark Zuckerberg with a focused look,Mark Zuckerberg,5616,6,1163
A half-body photo of Mark Zuckerberg gazing forward,Mark Zuckerberg,2919,6,1164
A half-body photo of Mark Zuckerberg smiling,Mark Zuckerberg,7804,6,1165
A half-body photo of Mark Zuckerberg looking serious,Mark Zuckerberg,4059,6,1166
A half-body photo of Mark Zuckerberg facing forward,Mark Zuckerberg,3889,6,1167
A half-body photo of Mark Zuckerberg with a neutral expression,Mark Zuckerberg,5088,6,1168
A half-body photo of Mark Zuckerberg looking straight ahead,Mark Zuckerberg,3329,6,1169
A half-body photo of Mark Zuckerberg with a slight smile,Mark Zuckerberg,3975,6,1170
A half-body photo of Mark Zuckerberg staring blankly,Mark Zuckerberg,3223,6,1171
A half-body photo of Mark Zuckerberg looking calm,Mark Zuckerberg,3250,6,1172
A half-body photo of Mark Zuckerberg with no expression,Mark Zuckerberg,3879,6,1173
A half-body photo of Mark Zuckerberg with eyes forward,Mark Zuckerberg,7642,6,1174
"A full-body photo of Mark Zuckerberg leaning, facing forward",Mark Zuckerberg,8844,7,1175
"A full-body photo of Mark Zuckerberg resting, facing forward",Mark Zuckerberg,3066,7,1176
"A full-body photo of Mark Zuckerberg seated, facing forward",Mark Zuckerberg,4106,7,1177
"A full-body photo of Mark Zuckerberg reclining, facing forward",Mark Zuckerberg,2201,7,1178
"A full-body photo of Mark Zuckerberg posed upright, facing forward",Mark Zuckerberg,8399,7,1179
"A full-body photo of Mark Zuckerberg crouching, facing forward",Mark Zuckerberg,1119,7,1180
"A full-body photo of Mark Zuckerberg standing still, facing forward",Mark Zuckerberg,3231,7,1181
"A full-body photo of Mark Zuckerberg sitting cross-legged, facing forward",Mark Zuckerberg,3310,7,1182
"A full-body photo of Mark Zuckerberg lying flat, facing forward",Mark Zuckerberg,5991,7,1183
"A full-body photo of Mark Zuckerberg half-seated, facing forward",Mark Zuckerberg,5507,7,1184
"A full-body photo of Mark Zuckerberg in a relaxed posture, facing forward",Mark Zuckerberg,2841,7,1185
"A full-body photo of Mark Zuckerberg in upright posture, facing forward",Mark Zuckerberg,1942,7,1186
"A full-body photo of Mark Zuckerberg in resting position, facing forward",Mark Zuckerberg,2382,7,1187
"A full-body photo of Mark Zuckerberg in crouched position, facing forward",Mark Zuckerberg,2820,7,1188
"A full-body photo of Mark Zuckerberg sitting upright, facing forward",Mark Zuckerberg,2585,7,1189
"A full-body photo of Mark Zuckerberg standing, facing forward",Mark Zuckerberg,3476,7,1190
"A full-body photo of Mark Zuckerberg sitting, facing forward",Mark Zuckerberg,6732,7,1191
"A full-body photo of Mark Zuckerberg lying down, facing forward",Mark Zuckerberg,3273,7,1192
"A full-body photo of Mark Zuckerberg kneeling, facing forward",Mark Zuckerberg,7600,7,1193
"A full-body photo of Mark Zuckerberg squatting, facing forward",Mark Zuckerberg,6405,7,1194
"A full-body photo of Mark Zuckerberg leaning, facing forward",Mark Zuckerberg,5093,7,1195
"A full-body photo of Mark Zuckerberg resting, facing forward",Mark Zuckerberg,5053,7,1196
"A full-body photo of Mark Zuckerberg seated, facing forward",Mark Zuckerberg,8793,7,1197
"A full-body photo of Mark Zuckerberg reclining, facing forward",Mark Zuckerberg,5607,7,1198
"A full-body photo of Mark Zuckerberg posed upright, facing forward",Mark Zuckerberg,8105,7,1199
Johnny Depp,Johnny Depp,3430,0,1200
Johnny Depp,Johnny Depp,6225,0,1201
Johnny Depp,Johnny Depp,7342,0,1202
Johnny Depp,Johnny Depp,5576,0,1203
Johnny Depp,Johnny Depp,5612,0,1204
Johnny Depp,Johnny Depp,6318,0,1205
Johnny Depp,Johnny Depp,4939,0,1206
Johnny Depp,Johnny Depp,8016,0,1207
Johnny Depp,Johnny Depp,4973,0,1208
Johnny Depp,Johnny Depp,7763,0,1209
Johnny Depp,Johnny Depp,3111,0,1210
Johnny Depp,Johnny Depp,1568,0,1211
Johnny Depp,Johnny Depp,3406,0,1212
Johnny Depp,Johnny Depp,1811,0,1213
Johnny Depp,Johnny Depp,8383,0,1214
Johnny Depp,Johnny Depp,3700,0,1215
Johnny Depp,Johnny Depp,2953,0,1216
Johnny Depp,Johnny Depp,8696,0,1217
Johnny Depp,Johnny Depp,6666,0,1218
Johnny Depp,Johnny Depp,6113,0,1219
Johnny Depp,Johnny Depp,4987,0,1220
Johnny Depp,Johnny Depp,1484,0,1221
Johnny Depp,Johnny Depp,7054,0,1222
Johnny Depp,Johnny Depp,7288,0,1223
Johnny Depp,Johnny Depp,3605,0,1224
A photo of Johnny Depp smiling,Johnny Depp,2322,1,1225
A photo of Johnny Depp waving,Johnny Depp,7019,1,1226
A photo of Johnny Depp reading,Johnny Depp,8287,1,1227
A photo of Johnny Depp walking,Johnny Depp,4571,1,1228
A photo of Johnny Depp sitting,Johnny Depp,2540,1,1229
A photo of Johnny Depp standing,Johnny Depp,5352,1,1230
A photo of Johnny Depp laughing,Johnny Depp,6640,1,1231
A photo of Johnny Depp writing,Johnny Depp,2197,1,1232
A photo of Johnny Depp pointing,Johnny Depp,4747,1,1233
A photo of Johnny Depp speaking,Johnny Depp,7080,1,1234
A photo of Johnny Depp thinking,Johnny Depp,4278,1,1235
A photo of Johnny Depp clapping,Johnny Depp,1971,1,1236
A photo of Johnny Depp eating,Johnny Depp,5528,1,1237
A photo of Johnny Depp drinking,Johnny Depp,2198,1,1238
A photo of Johnny Depp looking up,Johnny Depp,8789,1,1239
A photo of Johnny Depp looking down,Johnny Depp,8254,1,1240
A photo of Johnny Depp gesturing,Johnny Depp,8550,1,1241
A photo of Johnny Depp nodding,Johnny Depp,6531,1,1242
A photo of Johnny Depp holding a book,Johnny Depp,1969,1,1243
A photo of Johnny Depp wearing a suit,Johnny Depp,8795,1,1244
A photo of Johnny Depp smiling,Johnny Depp,6781,1,1245
A photo of Johnny Depp waving,Johnny Depp,4017,1,1246
A photo of Johnny Depp reading,Johnny Depp,3900,1,1247
A photo of Johnny Depp walking,Johnny Depp,2033,1,1248
A photo of Johnny Depp sitting,Johnny Depp,2786,1,1249
A photo of Johnny Depp walking with a man,Johnny Depp,7003,2,1250
A photo of Johnny Depp talking to a woman,Johnny Depp,4649,2,1251
A photo of Johnny Depp shaking hands with a soldier,Johnny Depp,1379,2,1252
A photo of Johnny Depp laughing with a student,Johnny Depp,1310,2,1253
A photo of Johnny Depp hugging his wife,Johnny Depp,3007,2,1254
A photo of Johnny Depp playing basketball,Johnny Depp,3043,2,1255
A photo of Johnny Depp sitting next to his boy,Johnny Depp,4643,2,1256
A photo of Johnny Depp speaking with a journalist,Johnny Depp,5520,2,1257
A photo of Johnny Depp riding a bicycle,Johnny Depp,7605,2,1258
A photo of Johnny Depp standing beside a police officer,Johnny Depp,6343,2,1259
A photo of Johnny Depp smiling with his daughter,Johnny Depp,3254,2,1260
A photo of Johnny Depp waving at a child,Johnny Depp,2927,2,1261
A photo of Johnny Depp pointing at a painting,Johnny Depp,1871,2,1262
A photo of Johnny Depp holding hands with a young girl,Johnny Depp,2639,2,1263
A photo of Johnny Depp jogging with his dog,Johnny Depp,2478,2,1264
A photo of Johnny Depp eating with his friend,Johnny Depp,4005,2,1265
A photo of Johnny Depp holding a gift,Johnny Depp,2169,2,1266
A photo of Johnny Depp sitting in a car,Johnny Depp,3033,2,1267
A photo of Johnny Depp signing a book,Johnny Depp,8522,2,1268
A photo of Johnny Depp taking a selfie with his cat,Johnny Depp,8830,2,1269
A photo of Johnny Depp walking with a man,Johnny Depp,1776,2,1270
A photo of Johnny Depp talking to a woman,Johnny Depp,1158,2,1271
A photo of Johnny Depp shaking hands with a soldier,Johnny Depp,7689,2,1272
A photo of Johnny Depp laughing with a student,Johnny Depp,6106,2,1273
A photo of Johnny Depp hugging his wife,Johnny Depp,5038,2,1274
A photo of Johnny Depp handshaking with a woman beside a car,Johnny Depp,3727,3,1275
A photo of Johnny Depp talking to a man in front of a building,Johnny Depp,4552,3,1276
A photo of Johnny Depp sitting with a child on a bench,Johnny Depp,8413,3,1277
A photo of Johnny Depp walking with a woman near a fountain,Johnny Depp,8013,3,1278
A photo of Johnny Depp laughing with a man inside an office,Johnny Depp,5659,3,1279
A photo of Johnny Depp pointing at a screen with a colleague,Johnny Depp,7664,3,1280
A photo of Johnny Depp clapping with a teacher in a classroom,Johnny Depp,1086,3,1281
A photo of Johnny Depp hugging a student outside a school,Johnny Depp,8866,3,1282
A photo of Johnny Depp eating with a family at a picnic table,Johnny Depp,8535,3,1283
A photo of Johnny Depp reading with a boy under a tree,Johnny Depp,4612,3,1284
A photo of Johnny Depp running with a man on a track field,Johnny Depp,6645,3,1285
A photo of Johnny Depp speaking with a reporter near a microphone,Johnny Depp,3881,3,1286
A photo of Johnny Depp standing with a soldier in a desert,Johnny Depp,8708,3,1287
A photo of Johnny Depp smiling with a woman on a stage,Johnny Depp,6541,3,1288
A photo of Johnny Depp waving with a police officer beside a vehicle,Johnny Depp,2596,3,1289
A photo of Johnny Depp biking with a child on a trail,Johnny Depp,2438,3,1290
A photo of Johnny Depp listening to a man beside a bookshelf,Johnny Depp,6947,3,1291
A photo of Johnny Depp gesturing to a group in a meeting room,Johnny Depp,5489,3,1292
A photo of Johnny Depp watching with a woman in a theater,Johnny Depp,2948,3,1293
A photo of Johnny Depp signing a paper with a student,Johnny Depp,2834,3,1294
A photo of Johnny Depp handshaking with a woman beside a car,Johnny Depp,4205,3,1295
A photo of Johnny Depp talking to a man in front of a building,Johnny Depp,7550,3,1296
A photo of Johnny Depp sitting with a child on a bench,Johnny Depp,7355,3,1297
A photo of Johnny Depp walking with a woman near a fountain,Johnny Depp,8639,3,1298
A photo of Johnny Depp laughing with a man inside an office,Johnny Depp,6523,3,1299
A photo of Johnny Depp pointing toward the sky with a child in one arm and a teacher beside him,Johnny Depp,5793,4,1300
"A photo of Johnny Depp seated between a doctor and a nurse during a hospital visit, listening attentively",Johnny Depp,4549,4,1301
A photo of Johnny Depp clapping with pride as a young musician plays violin in a dimly lit concert hall,Johnny Depp,7014,4,1302
A photo of Johnny Depp jogging across a bridge at dawn beside a man wearing a campaign T-shirt,Johnny Depp,3613,4,1303
A photo of Johnny Depp standing near a campfire talking with a group of scouts in uniform,Johnny Depp,4353,4,1304
A photo of Johnny Depp petting a golden retriever while chatting with an elderly couple in their backyard,Johnny Depp,6098,4,1305
A photo of Johnny Depp holding a shovel beside a community garden with two volunteers smiling,Johnny Depp,4628,4,1306
"A photo of Johnny Depp inside a science lab watching a student explain her experiment, with a teacher behind",Johnny Depp,4815,4,1307
A photo of Johnny Depp entering a school auditorium as children wave flags and a teacher stands at the podium,Johnny Depp,5974,4,1308
"A photo of Johnny Depp lighting a candle during a vigil, with a silent crowd gathered around him",Johnny Depp,5414,4,1309
A photo of Johnny Depp riding a tandem bicycle with a boy wearing a helmet and a GoPro,Johnny Depp,8676,4,1310
A photo of Johnny Depp helping an old man up a staircase while two bodyguards wait behind,Johnny Depp,7938,4,1311
A photo of Johnny Depp sitting under a tree with a young girl reading aloud from a picture book,Johnny Depp,2608,4,1312
A photo of Johnny Depp raising his glass in a toast during a formal dinner beside a world leader,Johnny Depp,7255,4,1313
"A photo of Johnny Depp holding a folded flag at a memorial site, with a grieving family nearby",Johnny Depp,4519,4,1314
A photo of Johnny Depp smiling warmly while handing a book to a student in a sunlit library,Johnny Depp,7710,4,1315
"A photo of Johnny Depp standing in the rain beside a soldier, both holding umbrellas",Johnny Depp,6504,4,1316
A photo of Johnny Depp laughing with two chefs while watching a dish being prepared in a bustling kitchen,Johnny Depp,3232,4,1317
A photo of Johnny Depp kneeling to tie a child’s shoelace as the child’s mother watches nearby,Johnny Depp,6775,4,1318
A photo of Johnny Depp walking along a beach at sunset with a woman and a black Labrador,Johnny Depp,5745,4,1319
A photo of Johnny Depp pointing toward the sky with a child in one arm and a teacher beside him,Johnny Depp,1451,4,1320
"A photo of Johnny Depp seated between a doctor and a nurse during a hospital visit, listening attentively",Johnny Depp,5478,4,1321
A photo of Johnny Depp clapping with pride as a young musician plays violin in a dimly lit concert hall,Johnny Depp,6958,4,1322
A photo of Johnny Depp jogging across a bridge at dawn beside a man wearing a campaign T-shirt,Johnny Depp,8819,4,1323
A photo of Johnny Depp standing near a campfire talking with a group of scouts in uniform,Johnny Depp,1775,4,1324
"A close-up of Johnny Depp’s face, serious",Johnny Depp,1004,5,1325
"A clear view of Johnny Depp’s face, no emotion",Johnny Depp,2637,5,1326
"A close-up of Johnny Depp’s head, calm look",Johnny Depp,7868,5,1327
"Johnny Depp face, soft smile",Johnny Depp,8771,5,1328
"A headshot of Johnny Depp, eyes forward",Johnny Depp,5901,5,1329
"Johnny Depp face, blank expression",Johnny Depp,3475,5,1330
A focused photo of Johnny Depp’s face,Johnny Depp,7224,5,1331
"Johnny Depp head, straight-on view",Johnny Depp,7527,5,1332
"A tight headshot of Johnny Depp, neutral mood",Johnny Depp,8054,5,1333
"A clear face shot of Johnny Depp, looking directly",Johnny Depp,8687,5,1334
"Johnny Depp head, full-face visible",Johnny Depp,4480,5,1335
"A front-facing headshot of Johnny Depp, composed",Johnny Depp,3147,5,1336
"A centered photo of Johnny Depp’s face, subtle expression",Johnny Depp,6438,5,1337
"Johnny Depp face, clear and front-facing",Johnny Depp,7934,5,1338
"A photo of Johnny Depp’s head, straight gaze",Johnny Depp,6921,5,1339
"A close-up of Johnny Depp’s face, looking straight",Johnny Depp,3354,5,1340
"Johnny Depp face, front-facing",Johnny Depp,6937,5,1341
"Johnny Depp headshot, neutral expression",Johnny Depp,8857,5,1342
"A photo of Johnny Depp’s head, smiling slightly",Johnny Depp,2694,5,1343
"Johnny Depp face, direct eye contact",Johnny Depp,7665,5,1344
"A close-up of Johnny Depp’s face, serious",Johnny Depp,2090,5,1345
"A clear view of Johnny Depp’s face, no emotion",Johnny Depp,6613,5,1346
"A close-up of Johnny Depp’s head, calm look",Johnny Depp,3546,5,1347
"Johnny Depp face, soft smile",Johnny Depp,3181,5,1348
"A headshot of Johnny Depp, eyes forward",Johnny Depp,8382,5,1349
A half-body photo of Johnny Depp with a slight smile,Johnny Depp,7650,6,1350
A half-body photo of Johnny Depp staring blankly,Johnny Depp,7675,6,1351
A half-body photo of Johnny Depp looking calm,Johnny Depp,6620,6,1352
A half-body photo of Johnny Depp with no expression,Johnny Depp,5371,6,1353
A half-body photo of Johnny Depp with eyes forward,Johnny Depp,7460,6,1354
A half-body photo of Johnny Depp slightly frowning,Johnny Depp,6470,6,1355
A half-body photo of Johnny Depp looking composed,Johnny Depp,4724,6,1356
A half-body photo of Johnny Depp with a blank face,Johnny Depp,5332,6,1357
A half-body photo of Johnny Depp showing a soft smile,Johnny Depp,3481,6,1358
A half-body photo of Johnny Depp looking directly at the camera,Johnny Depp,8773,6,1359
A half-body photo of Johnny Depp maintaining a straight face,Johnny Depp,4271,6,1360
A half-body photo of Johnny Depp with closed lips,Johnny Depp,3598,6,1361
A half-body photo of Johnny Depp in a relaxed expression,Johnny Depp,7788,6,1362
A half-body photo of Johnny Depp with a focused look,Johnny Depp,5616,6,1363
A half-body photo of Johnny Depp gazing forward,Johnny Depp,2919,6,1364
A half-body photo of Johnny Depp smiling,Johnny Depp,7804,6,1365
A half-body photo of Johnny Depp looking serious,Johnny Depp,4059,6,1366
A half-body photo of Johnny Depp facing forward,Johnny Depp,3889,6,1367
A half-body photo of Johnny Depp with a neutral expression,Johnny Depp,5088,6,1368
A half-body photo of Johnny Depp looking straight ahead,Johnny Depp,3329,6,1369
A half-body photo of Johnny Depp with a slight smile,Johnny Depp,3975,6,1370
A half-body photo of Johnny Depp staring blankly,Johnny Depp,3223,6,1371
A half-body photo of Johnny Depp looking calm,Johnny Depp,3250,6,1372
A half-body photo of Johnny Depp with no expression,Johnny Depp,3879,6,1373
A half-body photo of Johnny Depp with eyes forward,Johnny Depp,7642,6,1374
"A full-body photo of Johnny Depp leaning, facing forward",Johnny Depp,8844,7,1375
"A full-body photo of Johnny Depp resting, facing forward",Johnny Depp,3066,7,1376
"A full-body photo of Johnny Depp seated, facing forward",Johnny Depp,4106,7,1377
"A full-body photo of Johnny Depp reclining, facing forward",Johnny Depp,2201,7,1378
"A full-body photo of Johnny Depp posed upright, facing forward",Johnny Depp,8399,7,1379
"A full-body photo of Johnny Depp crouching, facing forward",Johnny Depp,1119,7,1380
"A full-body photo of Johnny Depp standing still, facing forward",Johnny Depp,3231,7,1381
"A full-body photo of Johnny Depp sitting cross-legged, facing forward",Johnny Depp,3310,7,1382
"A full-body photo of Johnny Depp lying flat, facing forward",Johnny Depp,5991,7,1383
"A full-body photo of Johnny Depp half-seated, facing forward",Johnny Depp,5507,7,1384
"A full-body photo of Johnny Depp in a relaxed posture, facing forward",Johnny Depp,2841,7,1385
"A full-body photo of Johnny Depp in upright posture, facing forward",Johnny Depp,1942,7,1386
"A full-body photo of Johnny Depp in resting position, facing forward",Johnny Depp,2382,7,1387
"A full-body photo of Johnny Depp in crouched position, facing forward",Johnny Depp,2820,7,1388
"A full-body photo of Johnny Depp sitting upright, facing forward",Johnny Depp,2585,7,1389
"A full-body photo of Johnny Depp standing, facing forward",Johnny Depp,3476,7,1390
"A full-body photo of Johnny Depp sitting, facing forward",Johnny Depp,6732,7,1391
"A full-body photo of Johnny Depp lying down, facing forward",Johnny Depp,3273,7,1392
"A full-body photo of Johnny Depp kneeling, facing forward",Johnny Depp,7600,7,1393
"A full-body photo of Johnny Depp squatting, facing forward",Johnny Depp,6405,7,1394
"A full-body photo of Johnny Depp leaning, facing forward",Johnny Depp,5093,7,1395
"A full-body photo of Johnny Depp resting, facing forward",Johnny Depp,5053,7,1396
"A full-body photo of Johnny Depp seated, facing forward",Johnny Depp,8793,7,1397
"A full-body photo of Johnny Depp reclining, facing forward",Johnny Depp,5607,7,1398
"A full-body photo of Johnny Depp posed upright, facing forward",Johnny Depp,8105,7,1399
Natalie Portman,Natalie Portman,3430,0,1400
Natalie Portman,Natalie Portman,6225,0,1401
Natalie Portman,Natalie Portman,7342,0,1402
Natalie Portman,Natalie Portman,5576,0,1403
Natalie Portman,Natalie Portman,5612,0,1404
Natalie Portman,Natalie Portman,6318,0,1405
Natalie Portman,Natalie Portman,4939,0,1406
Natalie Portman,Natalie Portman,8016,0,1407
Natalie Portman,Natalie Portman,4973,0,1408
Natalie Portman,Natalie Portman,7763,0,1409
Natalie Portman,Natalie Portman,3111,0,1410
Natalie Portman,Natalie Portman,1568,0,1411
Natalie Portman,Natalie Portman,3406,0,1412
Natalie Portman,Natalie Portman,1811,0,1413
Natalie Portman,Natalie Portman,8383,0,1414
Natalie Portman,Natalie Portman,3700,0,1415
Natalie Portman,Natalie Portman,2953,0,1416
Natalie Portman,Natalie Portman,8696,0,1417
Natalie Portman,Natalie Portman,6666,0,1418
Natalie Portman,Natalie Portman,6113,0,1419
Natalie Portman,Natalie Portman,4987,0,1420
Natalie Portman,Natalie Portman,1484,0,1421
Natalie Portman,Natalie Portman,7054,0,1422
Natalie Portman,Natalie Portman,7288,0,1423
Natalie Portman,Natalie Portman,3605,0,1424
A photo of Natalie Portman smiling,Natalie Portman,2322,1,1425
A photo of Natalie Portman waving,Natalie Portman,7019,1,1426
A photo of Natalie Portman reading,Natalie Portman,8287,1,1427
A photo of Natalie Portman walking,Natalie Portman,4571,1,1428
A photo of Natalie Portman sitting,Natalie Portman,2540,1,1429
A photo of Natalie Portman standing,Natalie Portman,5352,1,1430
A photo of Natalie Portman laughing,Natalie Portman,6640,1,1431
A photo of Natalie Portman writing,Natalie Portman,2197,1,1432
A photo of Natalie Portman pointing,Natalie Portman,4747,1,1433
A photo of Natalie Portman speaking,Natalie Portman,7080,1,1434
A photo of Natalie Portman thinking,Natalie Portman,4278,1,1435
A photo of Natalie Portman clapping,Natalie Portman,1971,1,1436
A photo of Natalie Portman eating,Natalie Portman,5528,1,1437
A photo of Natalie Portman drinking,Natalie Portman,2198,1,1438
A photo of Natalie Portman looking up,Natalie Portman,8789,1,1439
A photo of Natalie Portman looking down,Natalie Portman,8254,1,1440
A photo of Natalie Portman gesturing,Natalie Portman,8550,1,1441
A photo of Natalie Portman nodding,Natalie Portman,6531,1,1442
A photo of Natalie Portman holding a book,Natalie Portman,1969,1,1443
A photo of Natalie Portman wearing a suit,Natalie Portman,8795,1,1444
A photo of Natalie Portman smiling,Natalie Portman,6781,1,1445
A photo of Natalie Portman waving,Natalie Portman,4017,1,1446
A photo of Natalie Portman reading,Natalie Portman,3900,1,1447
A photo of Natalie Portman walking,Natalie Portman,2033,1,1448
A photo of Natalie Portman sitting,Natalie Portman,2786,1,1449
A photo of Natalie Portman walking with a man,Natalie Portman,7003,2,1450
A photo of Natalie Portman talking to a woman,Natalie Portman,4649,2,1451
A photo of Natalie Portman shaking hands with a soldier,Natalie Portman,1379,2,1452
A photo of Natalie Portman laughing with a student,Natalie Portman,1310,2,1453
A photo of Natalie Portman hugging her husband,Natalie Portman,3007,2,1454
A photo of Natalie Portman playing basketball,Natalie Portman,3043,2,1455
A photo of Natalie Portman sitting next to her boy,Natalie Portman,4643,2,1456
A photo of Natalie Portman speaking with a journalist,Natalie Portman,5520,2,1457
A photo of Natalie Portman riding a bicycle,Natalie Portman,7605,2,1458
A photo of Natalie Portman standing beside a police officer,Natalie Portman,6343,2,1459
A photo of Natalie Portman smiling with her daughter,Natalie Portman,3254,2,1460
A photo of Natalie Portman waving at a child,Natalie Portman,2927,2,1461
A photo of Natalie Portman pointing at a painting,Natalie Portman,1871,2,1462
A photo of Natalie Portman holding hands with a young girl,Natalie Portman,2639,2,1463
A photo of Natalie Portman jogging with her dog,Natalie Portman,2478,2,1464
A photo of Natalie Portman eating with her friend,Natalie Portman,4005,2,1465
A photo of Natalie Portman holding a gift,Natalie Portman,2169,2,1466
A photo of Natalie Portman sitting in a car,Natalie Portman,3033,2,1467
A photo of Natalie Portman signing a book,Natalie Portman,8522,2,1468
A photo of Natalie Portman taking a selfie with her cat,Natalie Portman,8830,2,1469
A photo of Natalie Portman walking with a man,Natalie Portman,1776,2,1470
A photo of Natalie Portman talking to a woman,Natalie Portman,1158,2,1471
A photo of Natalie Portman shaking hands with a soldier,Natalie Portman,7689,2,1472
A photo of Natalie Portman laughing with a student,Natalie Portman,6106,2,1473
A photo of Natalie Portman hugging her husband,Natalie Portman,5038,2,1474
A photo of Natalie Portman handshaking with a woman beside a car,Natalie Portman,5793,3,1475
A photo of Natalie Portman talking to a man in front of a building,Natalie Portman,4549,3,1476
A photo of Natalie Portman sitting with a child on a bench,Natalie Portman,7014,3,1477
A photo of Natalie Portman walking with a woman near a fountain,Natalie Portman,3613,3,1478
A photo of Natalie Portman laughing with a man inside an office,Natalie Portman,4353,3,1479
A photo of Natalie Portman pointing at a screen with a colleague,Natalie Portman,6098,3,1480
A photo of Natalie Portman clapping with a teacher in a classroom,Natalie Portman,4628,3,1481
A photo of Natalie Portman hugging a student outside a school,Natalie Portman,4815,3,1482
A photo of Natalie Portman eating with a family at a picnic table,Natalie Portman,5974,3,1483
A photo of Natalie Portman reading with a boy under a tree,Natalie Portman,5414,3,1484
A photo of Natalie Portman running with a man on a track field,Natalie Portman,8676,3,1485
A photo of Natalie Portman speaking with a reporter near a microphone,Natalie Portman,7938,3,1486
A photo of Natalie Portman standing with a soldier in a desert,Natalie Portman,2608,3,1487
A photo of Natalie Portman smiling with a woman on a stage,Natalie Portman,7255,3,1488
A photo of Natalie Portman waving with a police officer beside a vehicle,Natalie Portman,4519,3,1489
A photo of Natalie Portman biking with a child on a trail,Natalie Portman,7710,3,1490
A photo of Natalie Portman listening to a man beside a bookshelf,Natalie Portman,6504,3,1491
A photo of Natalie Portman gesturing to a group in a meeting room,Natalie Portman,3232,3,1492
A photo of Natalie Portman watching with a woman in a theater,Natalie Portman,6775,3,1493
A photo of Natalie Portman signing a paper with a student,Natalie Portman,5745,3,1494
A photo of Natalie Portman handshaking with a woman beside a car,Natalie Portman,1451,3,1495
A photo of Natalie Portman talking to a man in front of a building,Natalie Portman,5478,3,1496
A photo of Natalie Portman sitting with a child on a bench,Natalie Portman,6958,3,1497
A photo of Natalie Portman walking with a woman near a fountain,Natalie Portman,8819,3,1498
A photo of Natalie Portman laughing with a man inside an office,Natalie Portman,1775,3,1499
A photo of Natalie Portman smiling warmly while handing a book to a student in a sunlit library,Natalie Portman,1004,4,1500
"A photo of Natalie Portman standing in the rain beside a soldier, both holding umbrellas",Natalie Portman,2637,4,1501
A photo of Natalie Portman laughing with two chefs while watching a dish being prepared in a bustling kitchen,Natalie Portman,7868,4,1502
A photo of Natalie Portman kneeling to tie a child’s shoelace as the child’s mother watches nearby,Natalie Portman,8771,4,1503
A photo of Natalie Portman walking along a beach at sunset with a woman and a black Labrador,Natalie Portman,5901,4,1504
A photo of Natalie Portman pointing toward the sky with a child in one arm and a teacher beside her,Natalie Portman,3475,4,1505
"A photo of Natalie Portman seated between a doctor and a nurse during a hospital visit, listening attentively",Natalie Portman,7224,4,1506
A photo of Natalie Portman clapping with pride as a young musician plays violin in a dimly lit concert hall,Natalie Portman,7527,4,1507
A photo of Natalie Portman jogging across a bridge at dawn beside a man wearing a campaign T-shirt,Natalie Portman,8054,4,1508
A photo of Natalie Portman standing near a campfire talking with a group of scouts in uniform,Natalie Portman,8687,4,1509
A photo of Natalie Portman petting a golden retriever while chatting with an elderly couple in their backyard,Natalie Portman,4480,4,1510
A photo of Natalie Portman holding a shovel beside a community garden with two volunteers smiling,Natalie Portman,3147,4,1511
"A photo of Natalie Portman inside a science lab watching a student explain her experiment, with a teacher behind",Natalie Portman,6438,4,1512
A photo of Natalie Portman entering a school auditorium as children wave flags and a teacher stands at the podium,Natalie Portman,7934,4,1513
"A photo of Natalie Portman lighting a candle during a vigil, with a silent crowd gathered around her",Natalie Portman,6921,4,1514
A photo of Natalie Portman riding a tandem bicycle with a boy wearing a helmet and a GoPro,Natalie Portman,3354,4,1515
A photo of Natalie Portman helping an old man up a staircase while two bodyguards wait behind,Natalie Portman,6937,4,1516
A photo of Natalie Portman sitting under a tree with a young girl reading aloud from a picture book,Natalie Portman,8857,4,1517
A photo of Natalie Portman raising her glass in a toast during a formal dinner beside a world leader,Natalie Portman,2694,4,1518
"A photo of Natalie Portman holding a folded flag at a memorial site, with a grieving family nearby",Natalie Portman,7665,4,1519
A photo of Natalie Portman smiling warmly while handing a book to a student in a sunlit library,Natalie Portman,2090,4,1520
"A photo of Natalie Portman standing in the rain beside a soldier, both holding umbrellas",Natalie Portman,6613,4,1521
A photo of Natalie Portman laughing with two chefs while watching a dish being prepared in a bustling kitchen,Natalie Portman,3546,4,1522
A photo of Natalie Portman kneeling to tie a child’s shoelace as the child’s mother watches nearby,Natalie Portman,3181,4,1523
A photo of Natalie Portman walking along a beach at sunset with a woman and a black Labrador,Natalie Portman,8382,4,1524
"A close-up of Natalie Portman’s face, looking straight",Natalie Portman,7650,5,1525
"Natalie Portman face, front-facing",Natalie Portman,7675,5,1526
"Natalie Portman headshot, neutral expression",Natalie Portman,6620,5,1527
"A photo of Natalie Portman’s head, smiling slightly",Natalie Portman,5371,5,1528
"Natalie Portman face, direct eye contact",Natalie Portman,7460,5,1529
"A close-up of Natalie Portman’s face, serious",Natalie Portman,6470,5,1530
"A clear view of Natalie Portman’s face, no emotion",Natalie Portman,4724,5,1531
