case_number,prompt,label_str,evaluation_seed
2082,Image of Golf Ball,Golf Ball,3300
2083,Image of Golf Ball,Golf Ball,3896
2084,Image of Golf Ball,Golf Ball,9472
2085,Image of Golf Ball,Golf Ball,5540
2086,Image of Golf Ball,Golf Ball,4594
2087,Image of Golf Ball,Golf Ball,8235
2088,Image of Golf Ball,Golf Ball,2943
2089,Image of Golf Ball,Golf Ball,5881
2090,Image of Golf Ball,Golf Ball,5754
2091,Image of Golf Ball,Golf Ball,1230
2092,Image of Golf Ball,Golf Ball,2177
2093,Image of Golf Ball,Golf Ball,3991
2094,Image of Golf Ball,Golf Ball,8102
2095,Image of Golf Ball,Golf Ball,3340
2096,Image of Golf Ball,Golf Ball,7965
2097,Image of Golf Ball,Golf Ball,6847
2098,Image of Golf Ball,Golf Ball,7607
2099,Image of Golf Ball,Golf Ball,7208
2100,Image of Golf Ball,Golf Ball,8028
2101,Image of Golf Ball,Golf Ball,8935
2102,Image of Golf Ball,Golf Ball,9853
2103,Image of Golf Ball,Golf Ball,9485
2104,Image of Golf Ball,Golf Ball,6033
2105,Image of Golf Ball,Golf Ball,2333
2106,Image of Golf Ball,Golf Ball,4071
2107,Image of Golf Ball,Golf Ball,5429
2108,Image of Golf Ball,Golf Ball,8929
2109,Image of Golf Ball,Golf Ball,9432
2110,Image of Golf Ball,Golf Ball,4998
2111,Image of Golf Ball,Golf Ball,4912
2112,Image of Golf Ball,Golf Ball,6254
2113,Image of Golf Ball,Golf Ball,9547
2114,Image of Golf Ball,Golf Ball,7927
2115,Image of Golf Ball,Golf Ball,9115
2116,Image of Golf Ball,Golf Ball,8076
2117,Image of Golf Ball,Golf Ball,1475
2118,Image of Golf Ball,Golf Ball,6635
2119,Image of Golf Ball,Golf Ball,9542
2120,Image of Golf Ball,Golf Ball,4129
2121,Image of Golf Ball,Golf Ball,4939
2122,Image of Golf Ball,Golf Ball,4098
2123,Image of Golf Ball,Golf Ball,8069
2124,Image of Golf Ball,Golf Ball,1352
2125,Image of Golf Ball,Golf Ball,9154
2126,Image of Golf Ball,Golf Ball,8726
2127,Image of Golf Ball,Golf Ball,9637
2128,Image of Golf Ball,Golf Ball,3105
2129,Image of Golf Ball,Golf Ball,6439
2130,Image of Golf Ball,Golf Ball,8684
2131,Image of Golf Ball,Golf Ball,7566
2132,Image of Golf Ball,Golf Ball,6503
2133,Image of Golf Ball,Golf Ball,3465
2134,Image of Golf Ball,Golf Ball,2475
2135,Image of Golf Ball,Golf Ball,7911
2136,Image of Golf Ball,Golf Ball,9738
2137,Image of Golf Ball,Golf Ball,2484
2138,Image of Golf Ball,Golf Ball,4550
2139,Image of Golf Ball,Golf Ball,1719
2140,Image of Golf Ball,Golf Ball,7023
2141,Image of Golf Ball,Golf Ball,3307
2142,Image of Golf Ball,Golf Ball,2058
2143,Image of Golf Ball,Golf Ball,2727
2144,Image of Golf Ball,Golf Ball,2255
2145,Image of Golf Ball,Golf Ball,5215
2146,Image of Golf Ball,Golf Ball,1410
2147,Image of Golf Ball,Golf Ball,2179
2148,Image of Golf Ball,Golf Ball,3866
2149,Image of Golf Ball,Golf Ball,4933
2150,Image of Golf Ball,Golf Ball,6658
2151,Image of Golf Ball,Golf Ball,5260
2152,Image of Golf Ball,Golf Ball,8239
2153,Image of Golf Ball,Golf Ball,4289
2154,Image of Golf Ball,Golf Ball,2385
2155,Image of Golf Ball,Golf Ball,3692
2156,Image of Golf Ball,Golf Ball,9426
2157,Image of Golf Ball,Golf Ball,1919
2158,Image of Golf Ball,Golf Ball,7398
2159,Image of Golf Ball,Golf Ball,7849
2160,Image of Golf Ball,Golf Ball,2417
2161,Image of Golf Ball,Golf Ball,2355
2162,Image of Golf Ball,Golf Ball,5039
2163,Image of Golf Ball,Golf Ball,5426
2164,Image of Golf Ball,Golf Ball,3184
2165,Image of Golf Ball,Golf Ball,2342
2166,Image of Golf Ball,Golf Ball,5653
2167,Image of Golf Ball,Golf Ball,6065
2168,Image of Golf Ball,Golf Ball,5936
2169,Image of Golf Ball,Golf Ball,6886
2170,Image of Golf Ball,Golf Ball,6183
2171,Image of Golf Ball,Golf Ball,7713
2172,Image of Golf Ball,Golf Ball,4026
2173,Image of Golf Ball,Golf Ball,7802
2174,Image of Golf Ball,Golf Ball,9017
2175,Image of Golf Ball,Golf Ball,2848
2176,Image of Golf Ball,Golf Ball,2137
2177,Image of Golf Ball,Golf Ball,4325
2178,Image of Golf Ball,Golf Ball,3165
2179,Image of Golf Ball,Golf Ball,1357
2180,Image of Golf Ball,Golf Ball,7678
2181,Image of Golf Ball,Golf Ball,8107
2182,Image of Golf Ball,Golf Ball,8450
2183,Image of Golf Ball,Golf Ball,1212
2184,Image of Golf Ball,Golf Ball,1044
2185,Image of Golf Ball,Golf Ball,3194
2186,Image of Golf Ball,Golf Ball,9648
2187,Image of Golf Ball,Golf Ball,4748
2188,Image of Golf Ball,Golf Ball,8224
2189,Image of Golf Ball,Golf Ball,4322
2190,Image of Golf Ball,Golf Ball,3793
2191,Image of Golf Ball,Golf Ball,8653
2192,Image of Golf Ball,Golf Ball,3539
2193,Image of Golf Ball,Golf Ball,6829
2194,Image of Golf Ball,Golf Ball,1412
2195,Image of Golf Ball,Golf Ball,8295
2196,Image of Golf Ball,Golf Ball,1074
2197,Image of Golf Ball,Golf Ball,5887
2198,Image of Golf Ball,Golf Ball,9455
2199,Image of Golf Ball,Golf Ball,6303
2200,Image of Golf Ball,Golf Ball,3351
2201,Image of Golf Ball,Golf Ball,1058
2202,Image of Golf Ball,Golf Ball,7917
2203,Image of Golf Ball,Golf Ball,2475
2204,Image of Golf Ball,Golf Ball,6917
2205,Image of Golf Ball,Golf Ball,8169
2206,Image of Golf Ball,Golf Ball,7761
2207,Image of Golf Ball,Golf Ball,6771
2208,Image of Golf Ball,Golf Ball,5092
2209,Image of Golf Ball,Golf Ball,2220
2210,Image of Golf Ball,Golf Ball,1249
2211,Image of Golf Ball,Golf Ball,5482
2212,Image of Golf Ball,Golf Ball,7265
2213,Image of Golf Ball,Golf Ball,5715
2214,Image of Golf Ball,Golf Ball,6031
2215,Image of Golf Ball,Golf Ball,6442
2216,Image of Golf Ball,Golf Ball,5254
2217,Image of Golf Ball,Golf Ball,3834
2218,Image of Golf Ball,Golf Ball,8924
2219,Image of Golf Ball,Golf Ball,2539
2220,Image of Golf Ball,Golf Ball,6359
2221,Image of Golf Ball,Golf Ball,8877
2222,Image of Golf Ball,Golf Ball,9265
2223,Image of Golf Ball,Golf Ball,3265
2224,Image of Golf Ball,Golf Ball,8022
2225,Image of Golf Ball,Golf Ball,8765
2226,Image of Golf Ball,Golf Ball,3816
2227,Image of Golf Ball,Golf Ball,9023
2228,Image of Golf Ball,Golf Ball,9202
2229,Image of Golf Ball,Golf Ball,3899
2230,Image of Golf Ball,Golf Ball,2088
2231,Image of Golf Ball,Golf Ball,7581
2232,Image of Golf Ball,Golf Ball,6436
2233,Image of Golf Ball,Golf Ball,7300
2234,Image of Golf Ball,Golf Ball,1958
2235,Image of Golf Ball,Golf Ball,8577
2236,Image of Golf Ball,Golf Ball,7039
2237,Image of Golf Ball,Golf Ball,5719
2238,Image of Golf Ball,Golf Ball,4492
2239,Image of Golf Ball,Golf Ball,3278
2240,Image of Golf Ball,Golf Ball,8359
2241,Image of Golf Ball,Golf Ball,1769
2242,Image of Golf Ball,Golf Ball,2041
2243,Image of Golf Ball,Golf Ball,6124
2244,Image of Golf Ball,Golf Ball,6394
2245,Image of Golf Ball,Golf Ball,6497
2246,Image of Golf Ball,Golf Ball,1524
2247,Image of Golf Ball,Golf Ball,6812
2248,Image of Golf Ball,Golf Ball,1696
2249,Image of Golf Ball,Golf Ball,5986
2250,Image of Golf Ball,Golf Ball,3623
2251,Image of Golf Ball,Golf Ball,3572
2252,Image of Golf Ball,Golf Ball,7967
2253,Image of Golf Ball,Golf Ball,5206
2254,Image of Golf Ball,Golf Ball,5403
2255,Image of Golf Ball,Golf Ball,2706
2256,Image of Golf Ball,Golf Ball,8933
2257,Image of Golf Ball,Golf Ball,9367
2258,Image of Golf Ball,Golf Ball,4866
2259,Image of Golf Ball,Golf Ball,3602
2260,Image of Golf Ball,Golf Ball,7485
2261,Image of Golf Ball,Golf Ball,9957
2262,Image of Golf Ball,Golf Ball,9641
2263,Image of Golf Ball,Golf Ball,8666
2264,Image of Golf Ball,Golf Ball,6994
2265,Image of Golf Ball,Golf Ball,7823
2266,Image of Golf Ball,Golf Ball,8106
2267,Image of Golf Ball,Golf Ball,9182
2268,Image of Golf Ball,Golf Ball,8714
2269,Image of Golf Ball,Golf Ball,7745
2270,Image of Golf Ball,Golf Ball,3380
2271,Image of Golf Ball,Golf Ball,7816
2272,Image of Golf Ball,Golf Ball,6894
2273,Image of Golf Ball,Golf Ball,7159
2274,Image of Golf Ball,Golf Ball,6557
2275,Image of Golf Ball,Golf Ball,4079
2276,Image of Golf Ball,Golf Ball,5802
2277,Image of Golf Ball,Golf Ball,6649
2278,Image of Golf Ball,Golf Ball,1782
2279,Image of Golf Ball,Golf Ball,5141
2280,Image of Golf Ball,Golf Ball,3934
2281,Image of Golf Ball,Golf Ball,1250
2282,Image of Golf Ball,Golf Ball,2899
2283,Image of Golf Ball,Golf Ball,7517
2284,Image of Golf Ball,Golf Ball,2052
2285,Image of Golf Ball,Golf Ball,8974
2286,Image of Golf Ball,Golf Ball,9294
2287,Image of Golf Ball,Golf Ball,3965
2288,Image of Golf Ball,Golf Ball,4210
2289,Image of Golf Ball,Golf Ball,4264
2290,Image of Golf Ball,Golf Ball,9925
2291,Image of Golf Ball,Golf Ball,7141
2292,Image of Golf Ball,Golf Ball,6757
2293,Image of Golf Ball,Golf Ball,9137
2294,Image of Golf Ball,Golf Ball,7533
2295,Image of Golf Ball,Golf Ball,8102
2296,Image of Golf Ball,Golf Ball,9719
2297,Image of Golf Ball,Golf Ball,5566
2298,Image of Golf Ball,Golf Ball,5540
2299,Image of Golf Ball,Golf Ball,2199
2300,Image of Golf Ball,Golf Ball,9091
2301,Image of Golf Ball,Golf Ball,4827
2302,Image of Golf Ball,Golf Ball,1363
2303,Image of Golf Ball,Golf Ball,7258
2304,Image of Golf Ball,Golf Ball,5792
2305,Image of Golf Ball,Golf Ball,1585
2306,Image of Golf Ball,Golf Ball,5215
2307,Image of Golf Ball,Golf Ball,2693
2308,Image of Golf Ball,Golf Ball,5671
2309,Image of Golf Ball,Golf Ball,7629
2310,Image of Golf Ball,Golf Ball,7601
2311,Image of Golf Ball,Golf Ball,9770
2312,Image of Golf Ball,Golf Ball,8648
2313,Image of Golf Ball,Golf Ball,5163
2314,Image of Golf Ball,Golf Ball,7915
2315,Image of Golf Ball,Golf Ball,1674
2316,Image of Golf Ball,Golf Ball,7161
2317,Image of Golf Ball,Golf Ball,3914
2318,Image of Golf Ball,Golf Ball,7602
2319,Image of Golf Ball,Golf Ball,7101
2320,Image of Golf Ball,Golf Ball,3689
2321,Image of Golf Ball,Golf Ball,5345
2322,Image of Golf Ball,Golf Ball,4505
2323,Image of Golf Ball,Golf Ball,4020
2324,Image of Golf Ball,Golf Ball,1212
2325,Image of Golf Ball,Golf Ball,9488
2326,Image of Golf Ball,Golf Ball,7546
2327,Image of Golf Ball,Golf Ball,8471
2328,Image of Golf Ball,Golf Ball,6307
2329,Image of Golf Ball,Golf Ball,8098
2330,Image of Golf Ball,Golf Ball,9981
2331,Image of Golf Ball,Golf Ball,7159
2332,Image of Golf Ball,Golf Ball,8176
2333,Image of Golf Ball,Golf Ball,6433
2334,Image of Golf Ball,Golf Ball,4483
2335,Image of Golf Ball,Golf Ball,4173
2336,Image of Golf Ball,Golf Ball,4593
2337,Image of Golf Ball,Golf Ball,8801
2338,Image of Golf Ball,Golf Ball,5225
2339,Image of Golf Ball,Golf Ball,2319
2340,Image of Golf Ball,Golf Ball,5709
2341,Image of Golf Ball,Golf Ball,8337
2342,Image of Golf Ball,Golf Ball,7786
2343,Image of Golf Ball,Golf Ball,4295
2344,Image of Golf Ball,Golf Ball,8755
2345,Image of Golf Ball,Golf Ball,8462
2346,Image of Golf Ball,Golf Ball,8183
2347,Image of Golf Ball,Golf Ball,4828
2348,Image of Golf Ball,Golf Ball,7197
2349,Image of Golf Ball,Golf Ball,1550
2350,Image of Golf Ball,Golf Ball,3421
2351,Image of Golf Ball,Golf Ball,8520
2352,Image of Golf Ball,Golf Ball,7776
2353,Image of Golf Ball,Golf Ball,5619
2354,Image of Golf Ball,Golf Ball,2233
2355,Image of Golf Ball,Golf Ball,2768
2356,Image of Golf Ball,Golf Ball,7398
2357,Image of Golf Ball,Golf Ball,8895
2358,Image of Golf Ball,Golf Ball,1844
2359,Image of Golf Ball,Golf Ball,9484
2360,Image of Golf Ball,Golf Ball,5430
2361,Image of Golf Ball,Golf Ball,4408
2362,Image of Golf Ball,Golf Ball,4194
2363,Image of Golf Ball,Golf Ball,5984
2364,Image of Golf Ball,Golf Ball,8690
2365,Image of Golf Ball,Golf Ball,1096
2366,Image of Golf Ball,Golf Ball,5608
2367,Image of Golf Ball,Golf Ball,1794
2368,Image of Golf Ball,Golf Ball,7487
2369,Image of Golf Ball,Golf Ball,5341
2370,Image of Golf Ball,Golf Ball,9418
2371,Image of Golf Ball,Golf Ball,4990
2372,Image of Golf Ball,Golf Ball,1310
2373,Image of Golf Ball,Golf Ball,7489
2374,Image of Golf Ball,Golf Ball,6587
2375,Image of Golf Ball,Golf Ball,6538
2376,Image of Golf Ball,Golf Ball,8311
2377,Image of Golf Ball,Golf Ball,3949
2378,Image of Golf Ball,Golf Ball,5676
2379,Image of Golf Ball,Golf Ball,9675
2380,Image of Golf Ball,Golf Ball,5580
2381,Image of Golf Ball,Golf Ball,8951
2382,Image of Golf Ball,Golf Ball,8835
2383,Image of Golf Ball,Golf Ball,3241
2384,Image of Golf Ball,Golf Ball,1477
2385,Image of Golf Ball,Golf Ball,4209
2386,Image of Golf Ball,Golf Ball,3879
2387,Image of Golf Ball,Golf Ball,5071
2388,Image of Golf Ball,Golf Ball,4729
2389,Image of Golf Ball,Golf Ball,1145
2390,Image of Golf Ball,Golf Ball,3090
2391,Image of Golf Ball,Golf Ball,5191
2392,Image of Golf Ball,Golf Ball,8591
2393,Image of Golf Ball,Golf Ball,6571
2394,Image of Golf Ball,Golf Ball,1038
2395,Image of Golf Ball,Golf Ball,8799
2396,Image of Golf Ball,Golf Ball,3819
2397,Image of Golf Ball,Golf Ball,1579
2398,Image of Golf Ball,Golf Ball,1784
2399,Image of Golf Ball,Golf Ball,6447
2400,Image of Golf Ball,Golf Ball,9705
2401,Image of Golf Ball,Golf Ball,7589
2402,Image of Golf Ball,Golf Ball,8605
2403,Image of Golf Ball,Golf Ball,9367
2404,Image of Golf Ball,Golf Ball,6725
2405,Image of Golf Ball,Golf Ball,3177
2406,Image of Golf Ball,Golf Ball,2495
2407,Image of Golf Ball,Golf Ball,2008
2408,Image of Golf Ball,Golf Ball,4655
2409,Image of Golf Ball,Golf Ball,7703
2410,Image of Golf Ball,Golf Ball,6780
2411,Image of Golf Ball,Golf Ball,5024
2412,Image of Golf Ball,Golf Ball,9305
2413,Image of Golf Ball,Golf Ball,4196
2414,Image of Golf Ball,Golf Ball,6575
2415,Image of Golf Ball,Golf Ball,5194
2416,Image of Golf Ball,Golf Ball,7209
2417,Image of Golf Ball,Golf Ball,1090
2418,Image of Golf Ball,Golf Ball,8805
2419,Image of Golf Ball,Golf Ball,3362
2420,Image of Golf Ball,Golf Ball,1589
2421,Image of Golf Ball,Golf Ball,1544
2422,Image of Golf Ball,Golf Ball,2542
2423,Image of Golf Ball,Golf Ball,9720
2424,Image of Golf Ball,Golf Ball,2301
2425,Image of Golf Ball,Golf Ball,4174
2426,Image of Golf Ball,Golf Ball,3928
2427,Image of Golf Ball,Golf Ball,1709
2428,Image of Golf Ball,Golf Ball,8746
2429,Image of Golf Ball,Golf Ball,4904
2430,Image of Golf Ball,Golf Ball,2637
2431,Image of Golf Ball,Golf Ball,4253
2432,Image of Golf Ball,Golf Ball,8260
2433,Image of Golf Ball,Golf Ball,1078
2434,Image of Golf Ball,Golf Ball,8708
2435,Image of Golf Ball,Golf Ball,2828
2436,Image of Golf Ball,Golf Ball,2121
2437,Image of Golf Ball,Golf Ball,1990
2438,Image of Golf Ball,Golf Ball,2306
2439,Image of Golf Ball,Golf Ball,7411
2440,Image of Golf Ball,Golf Ball,8367
2441,Image of Golf Ball,Golf Ball,4597
2442,Image of Golf Ball,Golf Ball,9305
2443,Image of Golf Ball,Golf Ball,3178
2444,Image of Golf Ball,Golf Ball,4959
2445,Image of Golf Ball,Golf Ball,8742
2446,Image of Golf Ball,Golf Ball,5443
2447,Image of Golf Ball,Golf Ball,3029
2448,Image of Golf Ball,Golf Ball,9200
2449,Image of Golf Ball,Golf Ball,3321
2450,Image of Golf Ball,Golf Ball,6583
2451,Image of Golf Ball,Golf Ball,2009
2452,Image of Golf Ball,Golf Ball,1296
2453,Image of Golf Ball,Golf Ball,4136
2454,Image of Golf Ball,Golf Ball,3068
2455,Image of Golf Ball,Golf Ball,2099
2456,Image of Golf Ball,Golf Ball,6312
2457,Image of Golf Ball,Golf Ball,8488
2458,Image of Golf Ball,Golf Ball,9905
2459,Image of Golf Ball,Golf Ball,6199
2460,Image of Golf Ball,Golf Ball,3300
2461,Image of Golf Ball,Golf Ball,7816
2462,Image of Golf Ball,Golf Ball,2361
2463,Image of Golf Ball,Golf Ball,8505
2464,Image of Golf Ball,Golf Ball,5902
2465,Image of Golf Ball,Golf Ball,9719
2466,Image of Golf Ball,Golf Ball,4901
2467,Image of Golf Ball,Golf Ball,7346
2468,Image of Golf Ball,Golf Ball,9807
2469,Image of Golf Ball,Golf Ball,9628
2470,Image of Golf Ball,Golf Ball,9658
2471,Image of Golf Ball,Golf Ball,3601
2472,Image of Golf Ball,Golf Ball,1466
2473,Image of Golf Ball,Golf Ball,6825
2474,Image of Golf Ball,Golf Ball,6168
2475,Image of Golf Ball,Golf Ball,1890
2476,Image of Golf Ball,Golf Ball,2834
2477,Image of Golf Ball,Golf Ball,6414
2478,Image of Golf Ball,Golf Ball,6166
2479,Image of Golf Ball,Golf Ball,9272
2480,Image of Golf Ball,Golf Ball,6469
2481,Image of Golf Ball,Golf Ball,9590
2482,Image of Golf Ball,Golf Ball,5320
2483,Image of Golf Ball,Golf Ball,2950
2484,Image of Golf Ball,Golf Ball,5817
2485,Image of Golf Ball,Golf Ball,6361
2486,Image of Golf Ball,Golf Ball,6651
2487,Image of Golf Ball,Golf Ball,1244
2488,Image of Golf Ball,Golf Ball,7478
2489,Image of Golf Ball,Golf Ball,8313
2490,Image of Golf Ball,Golf Ball,6101
2491,Image of Golf Ball,Golf Ball,8342
2492,Image of Golf Ball,Golf Ball,9595
2493,Image of Golf Ball,Golf Ball,4810
2494,Image of Golf Ball,Golf Ball,7065
2495,Image of Golf Ball,Golf Ball,8267
2496,Image of Golf Ball,Golf Ball,7661
2497,Image of Golf Ball,Golf Ball,5360
2498,Image of Golf Ball,Golf Ball,1931
2499,Image of Golf Ball,Golf Ball,8403
